year;TR_ID;city;gender;total_crime;homicide;assault;sexual_crimes;kidnapping;defamation;theft;robbery;swindling;production_and_commerce_of_drugs;use_and_purchase_of_drugs;forgery;bad_treatment;embezzlement;bribery;smuggling;traffic_crimes;forestry_crimes;crimes_related_with_firearms_and_knifes;opposition_to_the_bankruptcy_and_enforcement_law;opposition_to_the_military_criminal_law;threat;damage_to_property;prevention_of_performance;contrary_to_the_measures_for_family_protection;other_crimes;unknown
2013;TR333;Kütahya;Male;1214;29;281;43;16;23;184;22;19;15;2;39;0;5;0;10;8;1;37;220;0;76;37;19;37;91;0
2013;TR333;Kütahya;Female;43;3;5;2;0;3;16;1;0;1;0;0;0;0;0;0;0;0;1;2;0;1;0;1;0;7;0
2013;TR334;Uşak;Male;1164;50;241;34;16;35;141;24;14;30;10;47;0;3;2;18;4;2;53;187;0;61;36;13;23;120;0
2013;TR334;Uşak;Female;34;4;2;0;1;0;9;1;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;13;0
2013;TR411;Bursa;Male;5306;168;909;129;79;112;833;138;91;169;45;235;3;16;6;37;29;16;332;942;1;155;94;59;173;535;0
2013;TR411;Bursa;Female;239;3;14;1;2;5;76;5;3;31;1;3;1;0;0;0;0;0;1;42;0;2;5;1;0;43;0
2013;TR412;Eskişehir;Male;1779;45;526;20;17;64;250;33;28;27;14;80;5;7;3;10;8;6;69;222;10;68;46;21;19;181;0
2013;TR412;Eskişehir;Female;80;2;22;0;0;7;16;1;0;4;0;1;0;0;0;0;0;0;1;12;0;0;5;0;0;9;0
2013;TR413;Bilecik;Male;471;12;105;20;14;17;72;3;5;5;6;9;0;2;1;8;5;2;16;73;0;21;14;7;15;39;0
2013;TR413;Bilecik;Female;5;0;1;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0
2013;TR421;Kocaeli;Male;2746;146;517;109;41;83;481;76;63;106;45;151;2;7;5;31;12;28;197;172;14;66;55;27;79;233;0
2013;TR421;Kocaeli;Female;111;4;18;1;1;1;39;1;3;4;0;5;0;3;0;1;0;2;1;9;0;1;2;1;0;14;0
2013;TR422;Sakarya;Male;2179;76;406;58;29;78;228;30;33;61;26;62;3;4;5;33;16;139;150;300;0;89;50;26;33;244;0
2013;TR422;Sakarya;Female;67;2;10;0;0;2;23;0;1;2;0;3;0;0;0;0;0;7;0;8;0;3;0;0;1;5;0
2013;TR423;Düzce;Male;919;55;198;38;32;23;98;16;8;37;2;37;3;3;6;20;5;22;56;88;0;35;28;16;28;65;0
2013;TR423;Düzce;Female;29;2;4;0;0;1;6;0;0;1;0;0;0;0;0;0;0;0;0;4;0;2;1;0;1;7;0
2013;TR424;Bolu;Male;823;34;203;18;20;33;80;15;7;13;2;34;5;3;1;2;15;5;36;131;0;25;18;10;21;92;0
2013;TR424;Bolu;Female;46;0;11;0;4;1;11;2;3;1;0;1;0;0;0;0;0;1;0;7;0;0;1;0;0;3;0
2013;TR425;Yalova;Male;427;19;103;10;3;15;59;14;4;20;4;20;0;1;0;1;4;3;16;50;0;12;25;7;6;31;0
2013;TR425;Yalova;Female;21;2;2;0;0;2;3;1;0;1;0;0;0;0;0;0;0;0;0;3;0;0;3;0;0;4;0
2013;TR510;Ankara;Male;7410;282;1467;194;107;135;1239;306;212;213;98;458;0;28;9;55;74;2;358;429;21;251;173;125;215;959;0
2013;TR510;Ankara;Female;297;8;24;0;1;5;108;15;14;13;3;17;0;2;2;0;2;0;2;17;0;4;6;4;0;50;0
2013;TR521;Konya;Male;4503;140;1031;93;56;95;555;83;67;106;51;181;5;11;3;39;46;21;176;866;0;179;102;45;89;463;0
2013;TR521;Konya;Female;150;5;15;3;2;5;48;1;4;8;2;7;0;1;0;0;0;0;1;12;0;4;7;1;1;23;0
2013;TR522;Karaman;Male;868;26;197;21;13;21;72;28;4;21;1;30;1;0;0;9;12;5;20;229;0;35;35;4;12;72;0
2013;TR522;Karaman;Female;13;0;2;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;3;0
2013;TR611;Antalya;Male;6859;221;1174;184;134;145;1044;157;103;370;74;266;2;13;7;61;49;16;247;1313;0;221;154;76;176;652;0
2013;TR611;Antalya;Female;302;7;34;3;3;5;66;10;6;35;3;14;0;1;0;0;2;0;2;62;0;4;6;0;1;38;0
2013;TR612;Isparta;Male;1054;41;226;25;19;24;118;28;22;29;5;39;0;4;0;3;22;2;32;124;8;61;36;14;78;94;0
2013;TR612;Isparta;Female;64;0;10;0;1;2;18;0;3;1;0;2;0;0;0;0;0;0;0;8;0;0;7;1;1;10;0
2013;TR613;Burdur;Male;733;26;192;20;15;28;55;10;10;7;0;18;0;2;0;26;16;8;20;106;0;37;22;11;37;67;0
2013;TR613;Burdur;Female;35;1;9;0;0;2;13;1;2;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;1;3;0
2013;TR621;Adana;Male;6302;206;1014;108;74;116;838;174;80;650;311;278;12;11;9;161;21;19;461;535;10;150;140;54;137;733;0
2013;TR621;Adana;Female;243;7;32;4;4;7;45;11;7;26;6;13;6;0;1;0;0;0;0;19;0;1;4;8;0;42;0
2013;TR622;Mersin;Male;4980;215;849;106;47;90;696;117;63;315;97;198;4;9;3;81;45;19;266;852;2;187;88;80;163;388;0
2013;TR622;Mersin;Female;159;4;12;1;3;5;37;2;4;7;5;9;0;1;0;1;1;1;3;30;0;3;4;6;0;20;0
2013;TR631;Hatay;Male;2607;105;458;46;30;43;348;68;39;234;58;84;0;11;3;345;14;30;129;89;0;72;41;28;58;274;0
2013;TR631;Hatay;Female;64;1;8;1;1;3;11;1;2;3;0;1;0;0;0;10;0;1;0;10;0;1;2;0;0;8;0
2013;TR632;Kahramanmaraş;Male;2119;48;464;61;39;41;240;43;28;45;53;91;1;11;4;55;22;30;118;344;0;101;43;34;13;190;0
2013;TR632;Kahramanmaraş;Female;93;1;5;2;1;4;14;1;3;1;0;4;0;0;0;1;0;0;0;23;0;0;4;3;0;26;0
2013;TR633;Osmaniye;Male;1198;46;212;28;25;22;142;26;8;111;29;31;1;2;1;54;5;51;53;118;0;45;28;25;34;101;0
2013;TR633;Osmaniye;Female;50;2;5;3;1;0;6;0;0;3;2;0;0;0;0;0;0;15;0;4;0;2;2;0;0;5;0
2013;TR711;Kırıkkale;Male;587;27;137;21;8;5;73;11;7;11;3;23;2;4;0;3;4;1;33;66;0;23;8;13;13;91;0
2013;TR711;Kırıkkale;Female;16;2;0;0;0;0;7;0;0;0;0;1;0;0;0;2;0;0;1;0;0;0;1;0;0;2;0
2013;TR712;Aksaray;Male;679;34;111;22;17;11;71;29;6;50;9;20;0;1;1;5;2;0;27;107;0;33;13;7;33;70;0
2013;TR712;Aksaray;Female;36;0;10;0;0;1;5;1;2;1;0;1;0;0;0;0;0;0;2;3;0;0;3;2;0;5;0
2013;TR713;Niğde;Male;1013;45;218;33;20;40;76;15;9;16;7;15;0;2;0;5;12;0;37;258;0;35;30;16;35;89;0
2013;TR713;Niğde;Female;28;0;6;0;0;2;5;0;1;1;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;8;0
2013;TR714;Nevşehir;Male;870;30;184;39;11;29;55;12;7;15;9;25;2;2;0;8;30;0;48;197;0;45;22;16;25;59;0
2013;TR714;Nevşehir;Female;33;2;3;0;0;1;9;1;1;1;0;1;0;1;0;0;0;0;0;3;0;1;0;0;0;9;0
2013;TR715;Kırşehir;Male;450;20;89;22;6;15;52;12;2;12;0;17;0;1;1;6;10;0;16;35;0;32;10;3;6;83;0
2013;TR715;Kırşehir;Female;8;0;3;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0
2013;TR721;Kayseri;Male;3292;115;894;88;42;83;391;89;47;121;21;121;0;8;5;15;8;0;219;349;0;102;88;30;142;314;0
2013;TR721;Kayseri;Female;147;4;18;3;1;1;67;5;1;5;2;1;0;0;0;0;0;0;2;5;0;5;1;4;5;17;0
2013;TR722;Sivas;Male;920;40;253;26;18;35;85;10;8;55;2;34;0;2;1;5;4;0;50;103;0;41;21;10;32;85;0
2013;TR722;Sivas;Female;36;0;10;0;0;0;6;0;0;1;0;0;0;0;0;0;0;0;0;5;0;3;1;0;3;7;0
2013;TR723;Yozgat;Male;709;42;164;26;10;17;80;21;9;21;5;28;1;3;1;8;7;2;20;85;0;45;15;5;23;71;0
2013;TR723;Yozgat;Female;32;2;3;0;0;0;14;0;1;0;0;0;0;0;0;0;0;0;0;4;0;3;1;0;0;4;0
2013;TR811;Zonguldak;Male;1584;45;415;81;36;54;149;24;15;39;3;64;0;6;6;9;7;35;65;183;0;102;45;20;77;104;0
2013;TR811;Zonguldak;Female;67;2;18;3;3;2;12;0;2;0;0;1;0;0;0;0;0;2;1;3;0;2;1;2;2;11;0
2013;TR812;Karabük;Male;463;18;127;21;5;32;39;4;7;10;3;10;0;2;0;5;2;3;9;67;0;26;13;9;16;35;0
2013;TR812;Karabük;Female;16;0;2;0;1;2;2;0;2;1;0;0;0;0;0;0;0;0;0;1;0;3;0;0;0;2;0
2013;TR813;Bartın;Male;433;11;120;23;16;18;21;4;11;3;1;11;0;1;1;1;2;6;11;50;0;28;10;5;33;46;0
2013;TR813;Bartın;Female;19;1;3;1;0;3;3;1;0;1;0;0;0;0;0;0;0;0;0;4;0;0;0;1;1;0;0
2013;TR821;Kastamonu;Male;872;58;152;40;23;31;37;15;7;24;3;23;0;6;0;13;8;5;54;204;0;50;21;18;16;64;0
2013;TR821;Kastamonu;Female;28;1;8;0;0;0;7;0;0;1;0;0;0;0;0;0;0;0;0;4;0;1;0;1;0;5;0
2013;TR822;Çankırı;Male;297;9;83;8;9;12;32;7;1;2;1;10;0;1;0;1;2;1;9;28;0;17;4;6;6;48;0
2013;TR822;Çankırı;Female;12;1;2;0;0;0;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0
2013;TR823;Sinop;Male;448;24;91;30;17;11;43;8;1;12;0;13;0;4;0;3;6;2;26;45;0;21;13;7;44;27;0
2013;TR823;Sinop;Female;24;1;6;0;0;3;2;0;1;0;0;1;0;0;0;0;0;0;0;2;0;1;2;0;1;4;0
2013;TR831;Samsun;Male;2883;130;522;108;76;83;314;67;31;86;25;124;0;4;1;42;34;23;301;302;0;157;75;48;93;237;0
2013;TR831;Samsun;Female;97;4;7;4;0;5;35;4;3;1;0;5;0;0;0;2;0;0;1;11;0;2;4;1;0;8;0
2013;TR832;Tokat;Male;1319;36;261;33;26;42;114;19;7;11;4;35;1;4;2;19;19;34;84;287;0;69;36;22;35;119;0
2013;TR832;Tokat;Female;42;0;4;3;2;2;8;2;1;0;0;4;0;0;0;0;0;0;0;7;0;0;0;2;0;7;0
2013;TR833;Çorum;Male;1339;58;247;75;27;39;151;40;26;9;4;41;0;2;3;12;12;9;58;241;0;74;30;17;36;128;0
2013;TR833;Çorum;Female;31;2;5;3;0;1;10;1;0;0;1;2;0;0;0;0;0;0;0;1;0;0;0;0;0;5;0
2013;TR834;Amasya;Male;806;32;140;26;23;25;84;5;7;6;2;13;0;3;0;3;23;3;26;212;0;44;23;21;30;55;0
2013;TR834;Amasya;Female;19;1;2;2;0;0;0;0;3;0;0;0;0;0;0;0;0;0;3;5;0;1;0;0;0;2;0
2013;TR901;Trabzon;Male;1503;59;369;29;27;61;115;16;12;26;12;25;0;0;0;32;8;9;152;77;2;81;72;19;18;282;0
2013;TR901;Trabzon;Female;27;0;7;1;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;1;0;0;7;0
2013;TR902;Ordu;Male;1612;65;422;75;53;51;116;29;14;31;2;34;0;9;3;12;16;22;122;251;4;51;34;23;53;120;0
2013;TR902;Ordu;Female;60;1;10;0;4;1;13;0;2;1;0;2;0;0;0;0;0;1;4;6;0;4;1;0;2;8;0
2013;TR903;Giresun;Male;1031;60;285;40;13;48;69;11;11;14;1;9;3;2;0;6;25;21;78;61;0;57;45;14;46;112;0
2013;TR903;Giresun;Female;43;2;13;0;0;6;4;0;0;0;0;0;0;0;0;0;0;1;1;3;0;2;4;1;4;2;0
2013;TR904;Rize;Male;467;26;91;19;11;21;68;21;5;9;3;11;0;1;2;13;4;4;52;17;0;27;13;8;14;27;0
2013;TR904;Rize;Female;18;0;8;0;0;2;2;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;3;0
2013;TR905;Artvin;Male;257;9;57;9;4;7;18;7;2;9;1;12;0;3;0;23;0;4;28;14;0;7;8;4;4;27;0
2013;TR905;Artvin;Female;6;0;1;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0
2013;TR906;Gümüşhane;Male;321;7;65;8;4;13;15;3;1;3;2;3;0;0;0;1;3;0;24;4;0;16;11;11;11;116;0
2013;TR906;Gümüşhane;Female;29;3;4;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;1;0;9;0
2013;TRA11;Erzurum;Male;1476;74;336;39;21;24;137;25;16;57;6;37;1;3;2;11;5;4;64;291;10;42;28;16;41;186;0
2013;TRA11;Erzurum;Female;25;2;3;0;0;0;2;1;1;1;0;1;0;0;0;1;0;0;0;2;0;0;0;0;0;11;0
2013;TRA12;Erzincan;Male;460;14;76;16;7;14;68;4;7;10;8;11;1;1;0;8;16;0;13;63;2;40;8;3;19;51;0
2013;TRA12;Erzincan;Female;9;0;1;0;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0
2013;TRA13;Bayburt;Male;113;5;30;3;0;9;12;0;1;0;0;2;0;1;0;2;0;0;9;4;0;10;3;4;2;16;0
2013;TRA13;Bayburt;Female;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;TRA21;Ağrı;Male;794;69;129;16;15;13;74;18;16;84;3;34;0;0;0;66;0;0;26;2;9;23;9;23;21;144;0
2013;TRA21;Ağrı;Female;31;1;0;0;2;0;2;1;2;13;0;0;0;0;0;3;0;0;0;0;0;0;0;0;2;5;0
2013;TRA22;Kars;Male;586;32;175;10;8;17;49;5;2;7;8;6;2;1;0;15;1;1;71;15;3;33;18;13;11;83;0
2013;TRA22;Kars;Female;12;0;4;0;0;1;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0
2013;TRA23;Iğdır;Male;386;15;126;9;8;15;20;11;1;9;11;15;0;1;1;14;2;0;22;6;0;11;7;1;29;52;0
2013;TRA23;Iğdır;Female;7;0;2;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0
2013;TRA24;Ardahan;Male;324;8;112;5;7;19;17;3;7;2;0;11;0;1;0;5;2;8;20;8;0;9;7;4;13;56;0
2013;TRA24;Ardahan;Female;8;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;1;0
2013;TRB11;Malatya;Male;1368;72;304;41;6;23;202;48;18;137;6;51;0;5;6;31;9;4;88;18;2;33;36;22;49;157;0
2013;TRB11;Malatya;Female;54;1;3;2;0;0;21;3;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;2;0;18;0
2013;TRB12;Elâzığ;Male;1299;78;295;33;18;31;131;48;9;203;17;27;0;2;2;45;1;1;83;76;11;19;19;16;34;100;0
2013;TRB12;Elâzığ;Female;49;2;0;0;0;0;16;0;1;3;0;3;0;0;0;0;0;0;1;3;0;2;2;1;3;12;0
2013;TRB13;Bingöl;Male;454;14;129;2;10;10;42;3;5;58;9;10;0;1;2;20;0;2;20;13;0;11;11;9;4;69;0
2013;TRB13;Bingöl;Female;4;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
2013;TRB14;Tunceli;Male;188;2;61;8;1;7;19;0;2;4;5;2;0;0;0;1;3;3;6;1;0;10;12;7;11;23;0
2013;TRB14;Tunceli;Female;9;0;1;0;0;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0
2013;TRB21;Van;Male;1356;42;111;20;9;15;79;11;4;183;10;25;0;3;15;314;0;0;62;13;2;23;4;14;41;356;0
2013;TRB21;Van;Female;15;2;0;0;0;0;5;0;0;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0
2013;TRB22;Muş;Male;292;19;44;3;5;2;41;3;2;31;3;14;0;2;0;2;0;0;32;0;0;10;7;6;10;56;0
2013;TRB22;Muş;Female;5;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0
2013;TRB23;Bitlis;Male;457;25;91;7;5;10;37;5;9;37;1;15;0;1;1;33;0;2;22;3;1;5;5;17;6;119;0
2013;TRB23;Bitlis;Female;4;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
2013;TRB24;Hakkari;Male;223;8;21;6;3;3;10;1;0;54;2;7;0;0;0;30;0;0;12;0;0;1;5;3;0;57;0
2013;TRB24;Hakkari;Female;6;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0
2013;TRC11;Gaziantep;Male;4270;212;645;54;45;42;696;163;64;283;74;152;0;6;10;104;12;7;362;708;5;86;63;36;56;385;0
2013;TRC11;Gaziantep;Female;97;1;14;2;2;3;21;4;1;3;1;5;0;0;0;0;0;0;1;21;0;1;1;0;1;15;0
2013;TRC12;Adıyaman;Male;641;25;151;6;4;8;82;5;15;32;2;53;0;0;1;16;7;10;47;34;0;21;22;12;7;81;0
2013;TRC12;Adıyaman;Female;16;1;3;1;0;0;1;0;1;1;0;5;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0
2013;TRC13;Kilis;Male;310;11;62;6;2;8;32;5;0;27;10;12;1;0;0;55;3;0;16;13;0;6;6;8;4;23;0
2013;TRC13;Kilis;Female;6;1;1;0;0;0;1;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2013;TRC21;Şanlıurfa;Male;1881;138;320;42;28;29;235;34;43;290;24;89;0;0;2;71;3;1;154;58;0;54;32;17;28;189;0
2013;TRC21;Şanlıurfa;Female;39;1;9;0;0;0;5;2;5;3;2;0;0;0;0;0;0;0;1;0;0;2;0;0;0;9;0
2013;TRC22;Diyarbakır;Male;2857;143;324;30;20;25;353;123;19;683;29;87;0;3;8;97;2;6;357;42;29;47;23;51;16;340;0
2013;TRC22;Diyarbakır;Female;60;3;1;0;0;0;4;1;1;8;0;2;0;0;0;0;0;0;2;1;0;1;0;0;0;36;0
2013;TRC31;Mardin;Male;684;51;83;31;10;6;95;6;3;68;26;31;0;1;3;50;0;3;52;22;3;11;15;11;14;89;0
2013;TRC31;Mardin;Female;14;1;1;0;0;0;5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;6;0
2013;TRC32;Batman;Male;563;12;70;5;7;5;108;9;6;65;4;15;0;0;2;27;0;0;44;17;0;5;7;9;18;128;0
2013;TRC32;Batman;Female;18;0;0;0;0;0;7;2;0;1;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;5;0
2013;TRC33;Şırnak;Male;342;24;20;8;2;2;41;7;1;17;2;18;1;0;2;33;0;0;33;3;0;2;2;4;4;116;0
2013;TRC33;Şırnak;Female;10;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0
2013;TRC34;Siirt;Male;327;16;52;18;8;2;45;23;4;14;9;20;0;0;2;14;1;1;13;1;0;8;6;8;3;59;0
2013;TRC34;Siirt;Female;2;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
