year;TR_ID;city;gender;total_crime;homicide;assault;sexual_crimes;kidnapping;defamation;theft;robbery;swindling;production_and_commerce_of_drugs;use_and_purchase_of_drugs;forgery;bad_treatment;embezzlement;bribery;smuggling;traffic_crimes;forestry_crimes;crimes_related_with_firearms_and_knifes;opposition_to_the_bankruptcy_and_enforcement_law;opposition_to_the_military_criminal_law;threat;damage_to_property;prevention_of_performance;contrary_to_the_measures_for_family_protection;other_crimes;unknown
2017;TR813;Bartın;Female;15;1;5;0;0;0;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;4;0
2017;TR821;Kastamonu;Male;736;39;145;37;15;22;81;39;7;24;6;12;0;0;0;8;18;6;26;85;4;48;9;13;14;78;0
2017;TR821;Kastamonu;Female;31;0;3;0;0;2;6;0;1;2;0;1;0;0;0;0;0;0;0;4;0;2;4;0;0;6;0
2017;TR822;Çankırı;Male;277;14;40;14;9;4;37;12;13;13;2;7;0;3;0;4;4;3;11;31;1;19;2;3;10;21;0
2017;TR822;Çankırı;Female;11;1;0;0;2;1;3;1;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
2017;TR823;Sinop;Male;508;23;96;29;7;15;53;24;11;13;7;6;0;0;0;8;19;5;17;36;0;32;14;7;33;53;0
2017;TR823;Sinop;Female;26;0;2;0;1;1;5;1;2;1;0;2;0;0;0;0;0;0;0;2;0;4;0;0;0;5;0
2017;TR831;Samsun;Male;3490;151;517;97;54;74;364;106;80;196;196;125;2;2;0;49;128;29;187;335;6;237;46;61;72;376;0
2017;TR831;Samsun;Female;162;3;18;2;1;5;54;4;3;4;1;8;2;0;0;1;0;0;1;24;0;6;1;1;2;21;0
2017;TR832;Tokat;Male;1064;56;125;42;31;30;126;31;17;41;7;23;0;2;0;20;37;10;37;126;0;57;17;12;58;159;0
2017;TR832;Tokat;Female;40;1;4;1;1;3;7;0;1;1;0;4;0;0;0;2;0;0;0;3;0;1;0;0;1;10;0
2017;TR833;Çorum;Male;1284;83;164;40;20;29;180;67;43;19;14;36;0;1;1;24;68;7;26;172;4;93;16;12;16;149;0
2017;TR833;Çorum;Female;73;0;5;2;0;3;28;3;4;1;0;3;0;0;0;0;1;0;0;7;0;3;0;0;0;13;0
2017;TR834;Amasya;Male;923;23;135;17;14;16;86;16;13;16;11;17;0;2;0;16;44;3;21;304;2;43;9;6;23;86;0
2017;TR834;Amasya;Female;37;3;3;1;1;1;6;1;1;0;1;0;0;0;0;0;0;0;0;18;0;1;0;0;0;0;0
2017;TR901;Trabzon;Male;1480;55;283;36;12;39;172;37;23;53;54;44;1;0;0;56;55;6;79;118;5;84;27;18;29;194;0
2017;TR901;Trabzon;Female;38;1;4;0;0;1;14;1;1;1;0;0;0;0;0;1;3;0;0;2;0;1;0;1;0;7;0
2017;TR902;Ordu;Male;1694;59;313;71;66;41;209;59;29;42;30;35;0;4;0;40;62;13;45;158;2;116;22;29;49;200;0
2017;TR902;Ordu;Female;63;1;11;2;0;1;21;1;3;0;0;0;0;1;0;4;1;0;0;3;0;5;0;1;2;6;0
2017;TR903;Giresun;Male;836;31;183;40;28;32;86;23;14;22;2;19;0;2;1;16;45;6;24;42;2;56;12;23;26;101;0
2017;TR903;Giresun;Female;32;1;6;3;1;0;14;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;5;0
2017;TR904;Rize;Male;670;25;118;29;15;15;64;21;11;46;17;16;0;0;0;49;11;1;36;37;1;54;8;18;15;63;0
2017;TR904;Rize;Female;18;1;2;0;1;0;0;0;1;0;0;1;0;0;0;3;0;0;1;0;0;1;0;0;1;6;0
2017;TR905;Artvin;Male;308;15;31;16;4;6;32;11;2;7;3;19;0;1;0;50;5;0;12;10;0;11;8;8;18;39;0
2017;TR905;Artvin;Female;14;0;2;0;0;0;2;0;0;0;0;5;0;0;0;4;0;0;0;0;0;0;0;0;0;1;0
2017;TR906;Gümüşhane;Male;208;10;50;2;3;7;26;0;2;2;7;4;0;0;0;7;11;1;9;5;0;15;3;6;5;33;0
2017;TR906;Gümüşhane;Female;6;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0
2017;TRA11;Erzurum;Male;1642;68;228;25;12;29;196;51;33;104;17;36;1;2;0;156;21;0;65;123;33;74;12;26;63;267;0
2017;TRA11;Erzurum;Female;34;1;5;0;0;1;7;2;0;1;0;1;0;0;0;2;0;0;1;3;0;0;0;0;4;6;0
2017;TRA12;Erzincan;Male;557;11;81;13;12;14;109;22;18;40;3;15;0;0;0;24;19;0;4;30;10;21;7;9;19;76;0
2017;TRA12;Erzincan;Female;15;1;2;0;0;1;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;6;0
2017;TRA13;Bayburt;Male;97;3;10;5;1;4;10;0;3;16;1;1;0;0;0;4;1;0;3;7;0;1;4;1;8;14;0
2017;TRA13;Bayburt;Female;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
2017;TRA21;Ağrı;Male;980;45;126;12;10;17;123;55;23;54;23;34;1;0;2;122;3;0;28;4;5;33;7;17;29;207;0
2017;TRA21;Ağrı;Female;20;1;2;0;0;2;2;0;0;1;0;1;0;1;0;1;0;0;0;0;0;1;2;0;1;5;0
2017;TRA22;Kars;Male;635;28;126;15;20;17;56;25;15;27;5;7;0;0;0;15;15;0;31;32;10;51;12;34;11;83;0
2017;TRA22;Kars;Female;36;2;2;0;1;0;4;0;0;0;0;0;0;0;0;2;0;0;0;1;0;1;0;19;0;4;0
2017;TRA23;Iğdır;Male;509;14;91;12;16;5;51;28;7;21;6;14;0;0;0;50;13;0;15;5;2;18;1;3;21;116;0
2017;TRA23;Iğdır;Female;12;0;4;0;0;0;3;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0
2017;TRA24;Ardahan;Male;236;13;64;6;11;7;25;1;1;1;3;2;0;1;0;5;12;4;5;8;0;15;8;2;1;41;0
2017;TRA24;Ardahan;Female;3;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2017;TRB11;Malatya;Male;1568;66;205;28;26;33;253;83;26;183;43;45;0;2;2;129;24;0;66;30;10;82;14;20;23;175;0
2017;TRB11;Malatya;Female;52;2;6;0;1;0;16;1;0;3;0;1;0;0;0;2;0;0;0;2;0;0;0;0;0;18;0
2017;TRB12;Elâzığ;Male;1529;67;186;27;21;18;247;101;31;219;52;35;0;3;1;63;25;3;32;116;20;53;9;15;15;170;0
2017;TRB12;Elâzığ;Female;49;1;2;0;1;0;18;3;2;3;2;0;0;0;0;1;1;0;0;2;0;1;0;1;0;11;0
2017;TRB13;Bingöl;Male;351;14;32;9;9;4;38;23;8;62;13;14;0;0;0;11;5;1;3;4;3;11;4;3;8;72;0
2017;TRB13;Bingöl;Female;12;0;0;0;0;0;1;2;0;1;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;5;0
2017;TRB14;Tunceli;Male;127;3;19;2;0;0;4;6;0;4;2;2;0;0;0;0;4;1;3;3;1;6;1;4;7;55;0
2017;TRB14;Tunceli;Female;10;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;8;0
2017;TRB21;Van;Male;2052;71;219;14;12;15;259;56;8;245;42;36;2;1;9;288;14;0;40;15;10;42;20;20;54;560;0
2017;TRB21;Van;Female;46;8;4;0;0;0;4;1;2;5;1;1;1;0;0;3;0;0;0;1;0;0;1;0;0;14;0
2017;TRB22;Muş;Male;487;38;41;3;5;5;80;22;4;54;14;12;1;1;3;31;3;1;23;3;1;15;4;6;8;109;0
2017;TRB22;Muş;Female;15;0;0;1;0;2;3;0;0;5;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0
2017;TRB23;Bitlis;Male;687;20;77;7;4;7;112;14;6;46;21;15;0;0;0;94;4;0;17;10;2;11;6;10;13;191;0
2017;TRB23;Bitlis;Female;13;0;0;0;0;0;6;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4;0
2017;TRB24;Hakkari;Male;401;13;20;7;5;6;18;5;1;60;3;9;0;1;0;26;1;0;14;3;2;11;0;2;5;189;0
2017;TRB24;Hakkari;Female;11;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0
2017;TRC11;Gaziantep;Male;5186;223;591;89;43;46;1122;335;74;474;134;159;0;0;3;270;46;4;205;393;20;182;58;25;107;583;0
2017;TRC11;Gaziantep;Female;142;1;12;0;2;4;35;9;5;6;4;4;0;0;0;6;0;0;2;12;0;2;1;3;2;32;0
2017;TRC12;Adıyaman;Male;857;41;96;13;11;15;162;40;28;123;30;28;1;1;0;20;9;3;24;48;2;25;8;5;8;116;0
2017;TRC12;Adıyaman;Female;27;0;2;0;0;0;12;0;6;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0
2017;TRC13;Kilis;Male;539;12;55;1;5;8;65;29;2;48;32;5;0;0;1;79;12;0;8;21;0;13;5;21;35;82;0
2017;TRC13;Kilis;Female;9;0;0;0;0;0;0;1;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;4;0
2017;TRC21;Şanlıurfa;Male;2827;141;276;34;23;26;565;140;59;489;169;73;0;1;1;99;20;1;98;85;6;55;21;26;40;379;0
2017;TRC21;Şanlıurfa;Female;64;0;4;1;0;0;23;6;1;4;1;3;0;0;0;1;0;0;3;1;0;0;0;1;0;15;0
2017;TRC22;Diyarbakır;Male;3755;209;293;47;38;11;598;266;30;791;64;140;0;2;0;147;49;0;163;36;33;64;25;21;39;689;0
2017;TRC22;Diyarbakır;Female;103;3;6;0;1;1;13;2;2;13;1;3;0;1;0;0;1;0;0;1;0;0;0;1;1;53;0
2017;TRC31;Mardin;Male;1244;57;115;22;8;7;191;56;22;82;51;31;0;0;1;81;12;3;53;17;2;48;7;14;21;343;0
2017;TRC31;Mardin;Female;45;0;1;0;0;1;8;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;30;0
2017;TRC32;Batman;Male;816;20;77;6;4;6;223;39;12;87;22;26;0;1;0;20;2;0;22;9;2;22;5;8;23;180;0
2017;TRC32;Batman;Female;44;0;0;0;0;1;23;3;0;3;0;2;0;0;0;0;0;0;1;1;0;0;0;1;2;7;0
2017;TRC33;Şırnak;Male;656;33;34;8;2;1;53;13;4;17;3;31;0;0;5;201;5;0;24;1;3;6;2;9;1;200;0
2017;TRC33;Şırnak;Female;23;0;0;0;0;0;6;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;15;0
2017;TRC34;Siirt;Male;450;17;36;9;1;5;113;19;4;23;13;9;0;0;0;45;2;0;9;4;1;6;10;12;1;111;0
2017;TRC34;Siirt;Female;12;0;0;1;1;0;4;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;4;0
2016;TR100;İstanbul;Male;26359;1021;2753;723;303;368;4647;2306;892;2384;1219;1700;7;20;31;296;175;13;658;2008;110;754;276;188;706;2801;0
2016;TR100;İstanbul;Female;1019;29;63;4;9;24;304;46;34;119;11;46;1;0;3;10;1;0;4;118;0;6;12;3;21;151;0
2016;TR211;Tekirdağ;Male;2402;86;332;95;27;67;438;71;37;139;45;75;3;2;4;43;52;1;27;248;94;146;34;20;87;229;0
2016;TR211;Tekirdağ;Female;94;5;8;0;2;1;26;1;2;15;1;2;0;0;0;2;1;0;0;14;0;2;0;0;0;12;0
2016;TR212;Edirne;Male;1420;40;207;40;11;35;205;52;21;106;23;54;0;1;1;39;26;3;23;104;5;83;25;8;60;248;0
2016;TR212;Edirne;Female;57;0;5;1;0;2;15;1;2;4;0;2;0;0;0;1;0;0;0;11;0;2;1;3;0;7;0
2016;TR213;Kırklareli;Male;945;48;147;43;16;16;160;39;18;49;7;41;0;1;0;19;14;4;15;78;3;63;16;7;32;109;0
2016;TR213;Kırklareli;Female;38;1;2;1;0;0;13;0;0;4;0;0;0;0;0;1;0;0;0;9;0;2;0;0;2;3;0
2016;TR221;Balıkesir;Male;3761;162;526;143;91;101;560;183;84;186;38;117;1;6;4;44;116;9;78;372;3;295;54;23;165;400;0
2016;TR221;Balıkesir;Female;203;5;21;1;5;7;64;6;4;17;4;6;1;0;0;2;0;0;0;25;0;8;3;0;1;23;0
2016;TR222;Çanakkale;Male;1409;51;187;35;41;43;168;45;31;23;12;37;1;4;1;16;42;5;24;237;23;111;27;11;65;169;0
2016;TR222;Çanakkale;Female;60;0;7;2;2;0;21;0;1;0;0;1;0;0;0;1;0;0;1;12;0;2;0;0;1;9;0
2016;TR310;İzmir;Male;15461;500;1835;426;188;403;2659;951;473;869;513;812;6;14;5;274;316;14;329;1433;62;706;250;140;330;1953;0
2016;TR310;İzmir;Female;609;8;44;3;12;11;190;26;17;39;3;21;0;0;0;2;3;0;5;106;0;25;8;3;9;74;0
2016;TR321;Aydın;Male;3794;131;529;111;49;99;654;201;90;171;54;96;0;4;0;53;96;5;65;517;2;218;42;33;123;451;0
2016;TR321;Aydın;Female;150;3;21;0;1;7;27;11;4;14;1;5;0;0;1;0;0;0;0;30;0;8;2;0;0;15;0
2016;TR322;Denizli;Male;3640;132;375;101;73;79;517;181;186;153;29;142;2;4;0;49;58;3;62;774;7;215;36;21;70;371;0
2016;TR322;Denizli;Female;216;5;13;2;3;6;46;10;21;10;0;6;0;0;0;0;0;0;2;66;0;7;1;2;1;15;0
2016;TR323;Muğla;Male;2787;101;408;117;39;77;399;88;76;178;25;93;0;2;5;28;104;9;37;270;0;203;43;23;105;357;0
2016;TR323;Muğla;Female;94;1;10;1;0;4;19;1;1;3;3;3;0;0;0;0;2;1;0;18;0;7;5;0;0;15;0
2016;TR331;Manisa;Male;4232;197;594;152;110;83;727;206;123;244;56;125;1;3;2;81;121;6;50;383;2;241;72;35;144;474;0
2016;TR331;Manisa;Female;186;4;20;0;3;6;39;12;9;14;0;6;0;0;0;2;0;0;2;30;0;9;3;0;4;23;0
2016;TR332;Afyonkarahisar;Male;1768;96;231;56;64;24;246;76;60;70;18;62;0;5;2;29;46;2;22;267;1;124;27;16;34;190;0
2016;TR332;Afyonkarahisar;Female;81;4;6;0;8;2;15;1;5;6;1;3;0;0;0;0;0;0;0;16;0;3;1;0;1;9;0
2016;TR333;Kütahya;Male;1109;39;171;39;19;27;177;46;28;53;6;51;0;0;1;14;21;3;9;146;1;75;18;13;24;128;0
2016;TR333;Kütahya;Female;54;1;9;1;0;2;15;2;0;3;0;2;0;0;0;1;0;0;0;6;0;3;1;1;0;7;0
2016;TR334;Uşak;Male;1100;57;170;31;15;18;157;55;36;81;7;31;0;2;0;32;22;4;18;142;0;76;15;3;27;101;0
2016;TR334;Uşak;Female;59;3;7;1;4;5;9;1;2;3;0;3;0;0;0;1;0;0;1;7;0;4;0;0;0;8;0
2016;TR411;Bursa;Male;6963;255;1025;238;118;158;1267;313;166;380;100;297;1;7;2;84;139;6;180;692;16;386;100;63;168;802;0
2016;TR411;Bursa;Female;369;9;21;1;1;7;105;1;11;71;1;10;0;0;0;2;4;0;1;60;0;7;3;3;2;49;0
2016;TR412;Eskişehir;Male;2147;81;386;55;27;68;386;69;79;74;40;70;0;1;0;18;63;4;39;223;38;116;36;13;47;214;0
2016;TR412;Eskişehir;Female;114;0;7;1;1;1;46;6;6;13;1;3;0;0;0;0;0;0;1;11;0;2;2;1;0;12;0
2016;TR413;Bilecik;Male;522;14;75;24;14;7;102;23;17;8;2;22;0;1;1;8;11;2;9;70;0;34;1;3;19;55;0
2016;TR413;Bilecik;Female;19;1;1;0;0;1;7;0;0;0;0;2;0;0;0;0;0;0;0;2;0;4;0;0;0;1;0
2016;TR421;Kocaeli;Male;3340;167;426;148;47;78;589;169;99;371;45;165;0;1;0;36;64;14;69;110;27;154;50;25;113;373;0
2016;TR421;Kocaeli;Female;152;5;13;1;2;2;55;5;12;14;1;8;0;1;1;0;0;0;0;8;0;2;1;1;3;17;0
2016;TR422;Sakarya;Male;2175;95;264;72;76;47;366;39;47;113;20;91;1;0;1;34;37;19;67;326;4;132;23;18;51;232;0
2016;TR422;Sakarya;Female;95;2;10;1;1;6;30;1;2;2;0;4;0;1;0;1;0;0;0;18;0;2;0;0;0;14;0
2016;TR423;Düzce;Male;974;43;150;38;24;24;146;35;14;70;18;45;0;0;1;15;22;14;29;86;2;59;15;7;21;96;0
2016;TR423;Düzce;Female;40;0;8;1;1;3;9;0;0;5;0;4;0;0;0;0;1;0;0;2;0;0;1;0;1;4;0
2016;TR424;Bolu;Male;784;26;118;40;11;20;92;21;16;37;4;27;0;1;5;5;34;1;13;173;1;33;12;3;19;72;0
2016;TR424;Bolu;Female;38;0;5;0;0;1;9;1;0;3;0;0;0;0;0;0;0;0;1;13;0;1;1;0;0;3;0
2016;TR425;Yalova;Male;593;19;66;27;8;13;88;24;17;39;10;26;0;3;0;5;19;2;17;44;0;23;7;8;83;45;0
2016;TR425;Yalova;Female;15;0;0;0;0;1;5;0;1;1;0;1;0;0;0;0;0;0;1;0;0;3;0;0;1;1;0
2016;TR510;Ankara;Male;9236;413;1137;265;103;180;1909;613;384;702;109;463;0;10;0;132;254;1;125;545;56;409;148;48;222;1008;0
2016;TR510;Ankara;Female;418;13;29;2;6;14;138;17;24;44;4;17;0;0;0;1;3;0;3;33;0;7;4;1;2;56;0
2016;TR521;Konya;Male;4972;166;662;132;71;91;957;257;116;347;42;161;3;5;0;83;93;4;84;689;6;300;50;30;90;533;0
2016;TR521;Konya;Female;202;6;14;4;5;5;54;10;3;39;2;5;0;0;0;0;4;0;2;10;0;9;0;1;0;29;0
2016;TR522;Karaman;Male;762;32;118;22;16;18;97;43;18;28;8;17;0;1;0;15;23;1;21;126;0;56;14;7;10;71;0
2016;TR522;Karaman;Female;26;0;6;0;1;0;3;0;1;3;0;3;0;0;0;0;0;0;0;5;0;1;0;0;0;3;0
2016;TR611;Antalya;Male;8559;253;999;226;129;177;1573;336;261;606;101;372;0;1;6;111;196;11;125;1137;10;415;102;63;280;1069;0
2016;TR611;Antalya;Female;426;7;23;2;9;16;102;14;9;50;8;12;1;0;0;3;3;0;2;71;0;13;6;2;3;70;0
2016;TR612;Isparta;Male;1111;43;156;41;38;26;171;43;38;87;30;31;1;0;0;13;41;1;10;78;20;67;17;8;52;99;0
2016;TR612;Isparta;Female;70;0;2;0;2;2;13;1;3;23;4;2;0;0;0;0;0;0;0;10;0;4;0;0;0;4;0
2016;TR613;Burdur;Male;564;9;81;16;14;21;73;18;16;7;4;16;0;1;0;7;26;2;9;78;0;46;13;6;36;65;0
2016;TR613;Burdur;Female;26;0;1;0;0;2;9;1;3;0;0;2;0;0;0;0;0;0;0;2;0;2;0;0;0;4;0
2016;TR621;Adana;Male;7075;293;699;148;94;104;1240;324;207;1025;246;246;3;5;6;253;77;4;188;285;40;344;66;47;93;1038;0
2016;TR621;Adana;Female;229;3;9;1;3;4;50;11;14;34;5;17;0;0;1;2;0;1;1;7;0;10;1;2;2;51;0
2016;TR622;Mersin;Male;5678;239;646;142;63;99;1036;281;139;520;90;210;0;5;6;97;114;10;121;547;10;307;81;47;189;679;0
2016;TR622;Mersin;Female;251;10;21;2;1;9;68;6;9;23;3;20;0;1;0;1;1;0;0;19;0;10;1;1;2;43;0
2016;TR631;Hatay;Male;3069;118;407;86;59;52;543;140;84;326;78;101;0;2;13;228;43;16;50;123;1;108;34;35;67;355;0
2016;TR631;Hatay;Female;82;2;8;0;2;4;23;5;2;9;2;0;0;0;0;3;0;0;2;4;0;2;0;0;0;14;0
2016;TR632;Kahramanmaraş;Male;2185;103;274;88;57;41;310;112;55;133;23;65;0;4;0;49;40;9;42;301;5;149;29;15;17;264;0
2016;TR632;Kahramanmaraş;Female;72;1;8;1;3;1;20;4;6;2;0;1;0;0;0;0;1;0;0;8;0;3;2;0;0;11;0
2016;TR633;Osmaniye;Male;1282;43;171;22;21;25;208;42;17;109;44;63;2;0;0;30;15;11;21;123;0;91;8;10;49;157;0
2016;TR633;Osmaniye;Female;50;2;1;1;0;1;11;0;0;5;2;3;0;0;0;0;0;0;0;17;0;0;0;0;0;7;0
2016;TR711;Kırıkkale;Male;621;31;84;29;13;13;94;20;15;62;11;18;0;1;0;11;21;0;10;49;3;24;14;11;14;73;0
2016;TR711;Kırıkkale;Female;21;1;1;0;0;1;8;1;1;3;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;2;0
2016;TR712;Aksaray;Male;823;44;88;25;24;19;110;45;22;99;9;31;0;0;1;18;15;0;15;66;1;59;9;11;33;79;0
2016;TR712;Aksaray;Female;33;1;4;0;0;1;10;1;0;1;0;2;0;0;0;0;0;0;1;0;0;4;0;0;0;8;0
2016;TR713;Niğde;Male;979;33;170;40;25;8;119;31;45;35;7;26;0;3;0;13;28;0;14;131;4;81;18;2;42;104;0
2016;TR713;Niğde;Female;20;0;4;0;0;2;1;0;1;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;9;0
2016;TR714;Nevşehir;Male;835;34;109;35;45;20;99;23;18;31;12;21;1;0;0;31;30;0;12;105;0;70;9;11;37;82;0
2016;TR714;Nevşehir;Female;54;0;7;2;0;2;28;0;1;3;0;0;0;0;0;0;1;0;0;3;0;1;2;0;0;4;0
2016;TR715;Kırşehir;Male;444;17;65;7;2;19;56;16;7;26;9;19;0;0;0;23;7;0;7;41;0;29;6;7;1;80;0
2016;TR715;Kırşehir;Female;21;1;2;0;0;1;12;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0
2016;TR721;Kayseri;Male;3647;129;588;138;49;96;476;181;76;288;47;130;0;2;0;61;72;3;73;448;4;187;44;18;175;362;0
2016;TR721;Kayseri;Female;164;0;12;1;4;4;59;5;4;9;1;5;0;1;2;0;3;0;1;12;0;4;3;1;3;30;0
2016;TR722;Sivas;Male;1084;51;188;51;13;33;121;43;14;87;5;19;0;1;3;38;18;1;39;113;7;81;10;14;28;106;0
2016;TR722;Sivas;Female;34;1;5;0;2;2;6;1;0;1;0;0;0;0;0;1;0;0;0;1;0;5;0;0;1;8;0
2016;TR723;Yozgat;Male;782;44;132;32;17;18;103;39;11;44;6;31;0;2;1;25;18;0;14;71;0;58;12;9;21;74;0
2016;TR723;Yozgat;Female;17;0;2;0;1;2;5;0;2;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;2;0
2016;TR811;Zonguldak;Male;1266;50;235;66;25;38;153;31;15;48;5;35;0;1;0;9;29;9;16;152;2;122;15;10;88;112;0
2016;TR811;Zonguldak;Female;58;1;4;3;1;3;17;1;2;1;0;1;0;0;0;0;0;0;0;4;0;10;2;0;0;8;0
2016;TR812;Karabük;Male;505;21;59;36;4;13;64;17;9;17;1;9;0;1;0;10;8;0;6;98;2;41;12;5;23;49;0
2016;TR812;Karabük;Female;31;1;3;0;0;1;5;4;1;0;0;0;0;0;0;0;0;0;1;6;0;2;3;0;1;3;0
2016;TR813;Bartın;Male;436;22;51;19;17;12;48;12;4;9;4;7;0;1;0;5;16;2;4;104;0;25;3;6;27;38;0
2016;TR813;Bartın;Female;15;1;1;1;1;1;0;0;1;1;0;1;0;0;0;0;0;1;0;3;0;1;0;0;0;2;0
2016;TR821;Kastamonu;Male;875;33;108;43;11;15;82;41;10;26;3;14;0;2;0;12;25;2;13;259;1;62;9;14;33;57;0
2016;TR821;Kastamonu;Female;52;1;9;0;1;0;3;0;1;0;0;1;0;0;0;0;0;0;1;19;0;2;1;2;3;8;0
2016;TR822;Çankırı;Male;277;13;49;11;11;6;42;14;6;8;3;11;0;0;0;10;4;0;7;34;0;21;5;1;6;15;0
2016;TR822;Çankırı;Female;5;0;1;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
2016;TR823;Sinop;Male;470;18;74;34;18;18;49;15;1;21;1;15;1;1;0;10;19;1;6;33;2;41;7;11;33;41;0
2016;TR823;Sinop;Female;13;0;3;0;1;0;2;0;1;0;0;3;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0
2016;TR831;Samsun;Male;2937;153;425;110;73;59;405;116;50;178;79;108;0;3;0;42;96;15;102;283;2;241;61;44;66;226;0
2016;TR831;Samsun;Female;123;2;12;0;7;3;53;1;0;3;3;5;0;0;0;0;0;0;1;9;0;3;3;2;0;16;0
2016;TR832;Tokat;Male;1166;52;152;51;26;23;129;45;30;46;3;42;1;1;1;25;41;12;36;140;2;110;9;6;50;133;0
2016;TR832;Tokat;Female;37;1;9;1;0;0;10;2;2;2;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;7;0
2016;TR833;Çorum;Male;1191;58;171;67;24;19;180;43;31;22;4;44;4;1;1;15;37;2;30;150;1;113;23;9;24;118;0
2016;TR833;Çorum;Female;56;1;3;1;0;2;17;4;3;1;0;3;0;0;0;0;0;0;1;6;0;5;1;0;0;8;0
2016;TR834;Amasya;Male;937;33;130;17;14;12;99;10;10;17;3;15;0;1;0;12;47;2;14;312;2;60;23;7;35;62;0
2016;TR834;Amasya;Female;50;1;5;1;1;0;7;0;3;1;0;0;0;0;0;0;0;0;1;20;0;1;1;1;2;5;0
2016;TR901;Trabzon;Male;1157;53;162;26;20;43;158;33;15;39;24;24;1;0;0;30;29;5;55;128;1;97;19;20;32;143;0
2016;TR901;Trabzon;Female;24;0;2;0;0;1;6;1;1;0;1;1;0;0;0;2;1;0;0;4;0;1;0;0;1;2;0
2016;TR902;Ordu;Male;1566;61;294;68;56;41;197;38;31;44;26;46;0;1;0;15;63;15;44;173;0;141;24;18;59;111;0
2016;TR902;Ordu;Female;75;2;13;1;8;2;15;0;3;4;0;0;0;1;0;1;0;0;0;3;0;6;2;0;1;13;0
2016;TR903;Giresun;Male;756;38;158;24;26;21;80;17;5;20;6;15;0;1;0;8;40;1;28;37;1;113;10;6;36;65;0
2016;TR903;Giresun;Female;25;1;7;0;2;0;3;0;0;1;0;0;0;0;0;0;0;0;0;2;0;3;1;1;0;4;0
2016;TR904;Rize;Male;481;29;56;17;21;13;60;13;4;36;8;10;0;0;0;18;10;1;28;29;0;58;14;8;10;38;0
2016;TR904;Rize;Female;17;0;5;0;0;0;4;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;4;0
2016;TR905;Artvin;Male;265;6;38;13;7;7;43;7;4;13;2;13;0;0;0;20;2;0;6;11;1;14;6;4;14;34;0
2016;TR905;Artvin;Female;7;0;1;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
2016;TR906;Gümüşhane;Male;170;4;32;3;1;1;23;1;1;10;0;8;0;0;0;1;15;1;3;6;0;20;5;2;6;27;0
2016;TR906;Gümüşhane;Female;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0
2016;TRA11;Erzurum;Male;1482;64;255;31;29;27;234;65;32;90;15;40;1;0;1;54;14;0;54;96;25;64;10;22;81;178;0
2016;TRA11;Erzurum;Female;31;0;3;1;0;0;6;2;0;3;0;2;0;0;0;0;0;0;1;4;0;2;1;0;2;4;0
2016;TRA12;Erzincan;Male;503;22;80;20;8;6;138;17;9;30;2;8;0;2;0;11;11;0;1;23;7;21;1;2;18;66;0
2016;TRA12;Erzincan;Female;14;0;0;0;0;0;6;2;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;3;0
2016;TRA13;Bayburt;Male;107;4;14;8;2;2;9;0;3;7;0;5;0;0;0;4;2;0;1;7;0;9;1;2;8;19;0
2016;TRA13;Bayburt;Female;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
